HIP,ra,dec,parallax,err(parallax),V,I,B-V,err(B-V),teff,lum,rad,numax,Mv,RA,Dec,V.1,Camp,HD,label,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID,Ang Sep (')
HIP92576,282.965598,-24.654451,3.78,0.98,8.02,7.043,1.182,0.026,4514.67080458,58.2700171178,12.4989960569,23.0265731392,0.907458999186,282.965598,-24.654451,8.02,7.0,174521.0,field,215231751,282.9656067,-24.6544495,0,7.995,92576.0,6864-944-1,327-172768,18515175-2439160,,STAR,gri,,-3.01,1.33,-12.4,0.88,3.78,0.98,9.254,0.026,8.074,0.014,,,9.72,0.01,8.517,0.04,7.255,0.02,,,5.81,0.02,5.275,0.023,5.072,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,18.5,,0.001
HIP92635,283.117978,-26.65077,8.8,0.45,6.28,5.475,0.941,0.002,4961.10682034,41.1861121953,8.70207812287,49.0706808921,1.00241336075,283.117978,-26.65077,6.28,7.0,174630.0,field,214374897,283.117981,-26.6507702,1,6.123,92635.0,6868-429-1,317-212005,,,STAR,BV,plx,-2.94,0.6,-60.94,0.36,8.8,0.45,7.25,0.016,6.285,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4903.0,116.0,145.0,3.057,0.366,0.305,-0.294,0.3,0.3,5.305,1.918,2.067,1.188,0.195,0.234,0.008,0.017,0.006,113.6,5.811,5.811,0.034,0.015,0.007,,,,0.001
HIP92664,283.243691,-28.145247,4.29,1.05,8.18,7.246,1.099,0.018,4660.32197372,35.6570619803,9.1758365379,41.9991463819,1.34228646092,283.243691,-28.145247,8.18,7.0,174709.0,field,213831548,283.2436829,-28.1452484,0,7.985,92664.0,6872-9-1,310-241792,18525847-2808427,,STAR,BV,,-3.25,1.44,-15.63,0.76,4.29,1.05,9.293,0.023,8.186,0.013,,,,,,,,,,,6.19,0.02,5.656,0.051,5.496,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,12.6,,0.001
HIP92950,284.059914,-18.709457,7.56,0.53,6.63,5.784,0.977,0.011,4888.7050189,42.0834213167,9.05883999948,44.9434428328,1.02260897751,284.059914,-18.709457,6.63,7.0,175453.0,field,218489693,284.059906,-18.7094574,0,6.477,92950.0,6286-1053-1,357-169454,,,STAR,BV,,-2.18,0.67,-17.81,0.41,7.56,0.53,7.613,0.015,6.642,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006159
HIP92994,284.179729,-24.620726,7.28,0.73,7.51,6.571,1.113,0.014,4635.32304573,23.2940322982,7.49664695551,60.7409875305,1.82065689657,284.179729,-24.620726,7.51,7.0,175526.0,field,215247426,284.1797485,-24.6207275,0,7.913,92994.0,6864-966-1,327-175027,18564313-2437146,,STAR,gri,,10.28,0.87,-13.15,0.53,7.28,0.73,8.658,0.019,7.536,0.012,,,9.494,0.03,8.514,0.04,7.235,0.06,,,5.472,0.018,4.954,0.042,4.778,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,14.1,,0.002
HIP93288,285.017428,-23.063301,3.39,1.19,8.78,8.082,0.728,0.014,5476.22616201,23.8446693975,5.43422525365,128.407544057,1.43099849102,285.017428,-23.063301,8.78,7.0,176203.0,field,216044803,285.0174255,-23.0633049,0,8.69,93288.0,6873-185-1,335-194489,19000419-2303480,,STAR,BV,,12.17,1.22,-131.09,0.84,3.39,1.19,9.533,0.024,8.835,0.017,,,,,,,,,,,7.203,0.023,6.843,0.033,6.712,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,12.8,,0.000506
HIP93339,285.177518,-26.671406,3.45,1.23,9.04,8.135,1.08,0.035,4694.5741678,24.4761984231,7.49176779877,61.5289975161,1.72909547537,285.177518,-26.671406,9.04,7.0,176336.0,field,214366776,285.1775208,-26.6714039,0,8.848,93339.0,6881-1613-1,317-215430,19004260-2640170,,STAR,gri,,-30.27,1.71,-37.37,0.91,3.45,1.23,10.114,0.035,9.055,0.019,,,10.082,0.1,9.321,0.04,8.32,0.08,,,7.163,0.021,6.669,0.042,6.544,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,14.8,,0.001
HIP93392,285.320805,-27.550589,4.39,1.64,9.28,8.56,0.843,0.005,5176.25313918,9.75579821906,3.89049736826,226.24400742,2.49232260121,285.320805,-27.550589,9.28,7.0,176419.0,field,214037625,285.3208008,-27.5505943,1,9.112,93392.0,6881-956-1,313-241267,19011699-2733021,,STAR,gri,plx,-1.91,1.86,-8.58,1.24,4.8,1.68,10.058,0.03,9.344,0.022,,,10.027,0.13,9.312,0.08,8.72,0.02,,,7.883,0.027,7.573,0.057,7.497,0.031,,,,,,,,,4978.0,214.0,153.0,2.677,0.621,0.345,-0.264,0.3,0.54,9.557,1.517,5.61,1.191,1.067,0.296,0.002,0.014,0.0009373,208.3,72.92,72.92,0.101,0.079,0.043,AAA-111-111-000-0-0,,,0.0004849
HIP93405,285.349813,-23.228216,3.86,0.84,7.8,6.877,1.089,0.02,4678.30086504,61.8457341426,11.9917706379,25.6885308887,0.732936523359,285.349813,-23.228216,7.8,7.0,176473.0,field,215955460,285.349823,-23.2282162,0,7.637,93405.0,6873-765-1,334-195065,19012394-2313414,,STAR,BV,,13.2,0.93,5.22,0.64,3.86,0.84,8.9,0.019,7.828,0.012,,,,,,,,,,,5.818,0.02,5.273,0.036,5.122,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,28.6,,0.002
HIP93464,285.525127,-16.855466,5.2,0.66,8.03,7.164,1.001,0.018,4841.94043116,25.140372519,7.13759176891,69.2372059466,1.61001671817,285.525127,-16.855466,8.03,7.0,176680.0,field,219394860,285.525116,-16.8554668,0,7.898,93464.0,6282-92-1,366-159354,19020603-1651197,,STAR,BV,,20.11,0.78,-1.71,0.57,5.2,0.66,9.042,0.021,8.064,0.014,,,,,,,,,,,6.255,0.027,5.749,0.024,5.636,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,19.1,,0.0005417
HIP93661,286.084555,-21.531459,17.74,0.95,7.18,6.734,0.551,0.003,6075.25708169,3.43617580163,1.67615085122,1244.77985197,3.42476807748,286.084555,-21.531459,7.18,7.0,177166.0,field,216896381,286.0845337,-21.5314617,1,7.995,93661.0,6295-1800-1,343-182691,19042027-2131538,,STAR,gri,plx,63.8,1.78,-41.62,0.88,17.74,0.95,8.311,0.017,7.806,0.012,,,9.426,0.03,8.522,0.04,7.381,0.06,,,6.151,0.024,5.907,0.024,5.831,0.027,,,,,,,,,6113.0,290.0,193.0,4.294,0.1,0.18,-0.019,0.12,0.3,1.227,0.298,0.156,1.134,0.171,0.122,0.583,0.25,0.276,56.37,3.019,3.019,0.019,0.007,0.005,AAA-111-111-000-0-0,,,0.0004466
HIP93683,286.170757,-21.741496,22.96,0.24,3.76,2.899,1.012,0.008,4820.8583033,66.6047891083,11.7194904762,27.5540579431,0.56485941863,286.170757,-21.741496,3.76,7.0,177241.0,field,216778441,286.1707458,-21.7414951,0,3.567,93683.0,6295-2492-1,342-175740,,,STAR,BV,,76.35,0.31,-58.12,0.18,22.96,0.24,4.776,0.014,3.747,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000235
HIP93819,286.59078,-22.600298,4.27,1.0,8.49,7.572,1.1,0.015,4658.52982077,27.0809061937,8.00273749977,54.0741763612,1.64213937513,286.59078,-22.600298,8.49,7.0,177609.0,field,216297749,286.5907898,-22.6002979,0,8.299,93819.0,6873-48-1,337-181728,19062177-2236011,,STAR,BV,,42.84,1.28,-20.23,0.72,4.27,1.0,9.638,0.026,8.506,0.015,,,,,,,,,,,6.434,0.023,5.881,0.033,5.739,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,12.7,,0.000112
HIP93877,286.776907,-29.160845,4.42,1.19,8.75,7.856,1.079,0.029,4696.3879022,19.4572998793,6.6744902037,76.2152116725,1.97711134675,286.776907,-29.160845,8.75,7.0,177736.0,field,213513475,286.7769165,-29.1608448,0,8.571,93877.0,6886-264-1,305-266775,19070645-2909390,,STAR,BV,,-3.45,1.46,-14.13,0.87,4.42,1.19,9.85,0.029,8.765,0.016,,,,,,,,,,,6.796,0.026,6.28,0.047,6.1,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,12.8,,2.314e-05
HIP93923,286.868199,-30.786194,6.13,1.39,9.32,8.638,0.644,0.033,5737.92633718,4.20693740254,2.07911170304,792.816901091,3.25730237259,286.868199,-30.786194,9.32,7.0,177823.0,field,213095206,286.8681946,-30.7861938,0,9.229,93923.0,7410-2900-1,297-216337,19072836-3047102,,STAR,BV,,-7.54,2.19,-21.24,1.17,6.13,1.39,9.887,0.028,9.324,0.022,,,,,,,,,,,8.241,0.027,7.994,0.038,7.932,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,14.9,,0.0007098
HIP93982,287.033749,-26.834654,6.58,0.64,7.16,6.296,0.991,0.015,4861.2926713,34.6162661611,8.30885747073,52.4629256877,1.25112946807,287.033749,-26.834654,7.16,7.0,178049.0,field,214303428,287.0337524,-26.8346558,0,6.999,93982.0,6882-1945-1,316-224883,19080809-2650046,,STAR,BV,,0.76,0.69,-1.4,0.43,6.58,0.64,8.148,0.017,7.165,0.011,,,,,,,,,,,5.457,0.023,5.018,0.04,4.849,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,25.2,,0.0001313
HIP94041,287.1852,-23.190285,12.16,0.45,6.66,5.858,0.914,0.008,5017.48059573,15.0467814341,5.14227310447,131.220636846,2.08466787468,287.1852,-23.190285,6.66,7.0,178250.0,field,215976038,287.1852112,-23.1902847,1,6.449,94041.0,6874-1281-1,335-198180,,,STAR,BV,plx,-3.61,0.49,-13.92,0.33,12.16,0.45,7.59,0.015,6.675,0.01,,,,,,,,,,,,,,,,,,,,,,,,,5083.0,374.0,208.0,3.527,0.275,0.275,-0.136,0.2,0.28,3.002,1.132,0.957,1.155,0.229,0.164,0.038,0.083,0.021,82.24,3.043,3.043,0.027,0.01,0.006,,,,0.0001777
HIP94059,287.234415,-28.741042,6.67,0.96,7.98,7.144,0.99,0.017,4863.2380898,15.8129720743,5.61126039995,108.493072234,2.10062916958,287.234415,-28.741042,7.98,7.0,178251.0,field,213639687,287.2344055,-28.7410431,1,7.826,94059.0,6886-1945-1,307-256098,19085625-2844276,,STAR,BV,plx,46.27,1.37,-80.26,0.77,6.67,0.96,8.984,0.019,7.995,0.012,,,,,,,,,,,6.058,0.023,5.476,0.027,5.364,0.016,,,,,,,,,4681.0,131.0,93.0,2.652,0.195,0.195,-0.147,0.2,0.24,8.376,2.193,1.738,1.234,0.358,0.199,0.002,0.002,0.0008885,149.9,21.58,21.58,0.058,0.031,0.014,AAA-111-111-000-0-0,,,0.0005927
HIP94108,287.351284,-30.644908,5.43,1.34,8.96,7.957,1.16,0.035,4552.71345828,11.5897750056,5.48152757372,106.618612746,2.63399914794,287.351284,-30.644908,8.96,7.0,178321.0,field,213125943,287.3512878,-30.6449108,0,8.726,94108.0,7410-618-1,297-216890,19092430-3038417,,STAR,BV,,0.18,1.76,-20.05,0.95,5.43,1.34,10.148,0.04,8.95,0.019,,,,,,,,,,,6.955,0.026,6.434,0.031,6.239,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,28.4,,0.0002472
HIP94115,287.378487,-22.377446,4.2,1.0,8.61,7.734,1.057,0.025,4736.58991391,23.957464863,7.28104295646,65.3977304147,1.72624645199,287.378487,-22.377446,8.61,7.0,178438.0,field,216421667,287.378479,-22.3774452,0,8.509,94115.0,6295-32-1,339-178396,19093084-2222387,,STAR,gri,,-10.07,1.35,0.4,0.8,4.2,1.0,9.692,0.026,8.613,0.015,,,9.699,0.03,8.569,0.04,7.999,0.03,,,6.759,0.024,6.226,0.053,6.092,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,14.2,,0.001
HIP94144,287.450613,-19.803665,8.44,0.45,6.11,5.124,1.156,0.002,4559.67106748,65.9270849339,13.0337577169,21.5046457805,0.741712233128,287.450613,-19.803665,6.11,7.0,178555.0,field,217877915,287.4506226,-19.8036575,1,5.893,94144.0,6291-1794-1,351-171019,,,STAR,BV,plx,22.36,0.61,-82.88,0.35,8.44,0.45,7.28,0.015,6.109,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4688.0,221.0,110.0,2.806,0.36,0.18,-0.124,0.16,0.24,7.056,1.625,2.23,1.178,0.251,0.078,0.003,0.007,0.001,118.5,6.317,6.317,0.039,0.018,0.011,,,,0.000146
HIP94261,287.799757,-28.534138,5.09,1.2,8.56,7.738,0.958,0.02,4926.55300021,15.3682275798,5.39051560984,118.25402673,2.09358891168,287.799757,-28.534138,8.56,7.0,178814.0,field,213704269,287.7997437,-28.5341377,0,8.427,94261.0,6886-1457-1,308-259197,19111194-2832028,,STAR,BV,,-1.79,1.43,-8.62,0.78,5.09,1.2,9.581,0.023,8.595,0.014,,,,,,,,,,,6.687,0.021,6.241,0.024,6.099,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,20.7,,0.0003418
HIP94320,287.967435,-20.380895,3.69,0.89,8.36,7.461,1.076,0.02,4701.83597047,39.8574959532,9.53069984129,39.472761635,1.1951318308,287.967435,-20.380895,8.36,7.0,179086.0,field,217548999,287.9674377,-20.3808937,0,8.171,94320.0,6291-2168-1,349-169189,19115218-2022511,,STAR,BV,,-9.21,1.04,-2.55,0.67,3.69,0.89,9.471,0.025,8.369,0.014,,,,,,,,,,,6.412,0.026,5.904,0.031,5.753,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,13.6,,0.001
HIP94345,288.040459,-16.430487,7.66,0.71,8.02,7.419,0.596,0.015,5905.68723736,8.68966310508,2.82075468654,463.004561865,2.44114384816,288.040459,-16.430487,8.02,7.0,179177.0,field,219565258,288.0404663,-16.4304886,1,8.382,94345.0,6296-169-1,368-167946,19120971-1625495,,STAR,gri,plx,-14.96,0.71,-44.62,0.49,7.66,0.71,8.576,0.017,8.039,0.012,,,9.839,0.22,8.754,0.29,7.757,0.28,,,6.927,0.02,6.735,0.036,6.629,0.021,,,,,,,,,6330.0,224.0,149.0,3.778,0.088,0.055,0.059,0.12,0.12,2.732,0.212,0.349,1.665,0.085,0.119,0.078,0.032,0.012,130.5,12.1,12.1,0.043,0.013,0.013,AAA-111-111-000-0-0,,,0.0004594
HIP94473,288.413746,-27.394199,2.71,1.46,8.94,8.055,1.16,0.04,4552.71345828,47.395387944,11.0849092453,28.9765402924,1.10484645437,288.413746,-27.394199,8.94,7.0,179452.0,field,214094541,288.4137573,-27.3941975,1,8.488,94473.0,6882-736-1,314-232992,19133930-2723392,,STAR,gri,plx,0.1,1.47,1.91,0.87,2.71,1.46,10.454,0.051,8.942,0.018,,,9.884,0.02,8.79,0.01,7.889,0.01,,,6.327,0.023,5.602,0.023,5.387,0.018,,,,,,,,,4374.0,92.0,73.0,1.749,0.26,0.52,-0.254,0.3,0.36,24.235,11.91,7.03,1.168,0.678,0.212,7.622e-05,0.0001152,6.17e-05,369.0,198.8,198.8,0.121,0.059,0.049,AAA-111-111-000-0-0,,,0.0003904
HIP94534,288.592275,-17.90214,5.52,0.89,7.96,7.125,1.009,0.02,4826.58736813,23.9989252969,7.01811189352,71.2252080424,1.66969538865,288.592275,-17.90214,7.96,7.0,179722.0,field,218921525,288.5922852,-17.9021397,0,7.848,94534.0,6300-371-1,361-184727,19142214-1754073,,STAR,BV,,-8.48,1.02,-42.86,0.7,5.52,0.89,8.972,0.017,8.01,0.012,,,,,,,,,,,6.112,0.021,5.585,0.026,5.475,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,15.2,,0.0003746
HIP94699,289.047301,-25.666765,8.15,0.79,7.14,6.15,1.143,0.017,4582.37358593,26.9916963387,8.257314745,50.2624556238,1.6957880437,289.047301,-25.666765,7.14,7.0,180091.0,field,214777922,289.0473022,-25.6667652,0,6.921,94699.0,6879-760-1,322-204257,19161135-2540003,,STAR,BV,,0.29,1.06,-33.3,0.59,8.15,0.79,8.292,0.02,7.134,0.012,,,,,,,,,,,5.209,0.023,,,4.549,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEA-111-111-00d-0-0,18.4,,0.0005787
HIP94845,289.482641,-19.872028,2.75,1.31,9.32,8.531,0.955,0.056,4932.60153189,26.0577545095,7.00198477789,72.9731513757,1.51666346915,289.482641,-19.872028,9.32,7.0,180631.0,field,217839017,289.4826355,-19.8720264,0,9.066,94845.0,6304-2009-1,351-174307,19175584-1952192,,STAR,gri,,-6.56,1.27,0.25,0.87,2.75,1.31,10.283,0.051,9.324,0.029,,,10.017,0.06,9.019,0.02,8.658,0.04,,,7.478,0.024,7.006,0.047,6.849,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,19.7,,0.0005978
HIP94964,289.86869,-20.427672,2.87,1.17,9.57,8.881,0.802,0.003,5276.36339685,16.9371308096,4.9335014269,148.389440282,1.85940948367,289.86869,-20.427672,9.57,7.0,181007.0,field,217522203,289.8686829,-20.4276714,0,9.408,94964.0,6304-97-1,348-176782,19192849-2025393,,STAR,BV,,-38.37,1.16,-169.8,0.8,2.87,1.17,10.388,0.047,9.591,0.032,,,,,,,,,,,7.855,0.018,7.385,0.024,7.305,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,18.6,,0.001
HIP95124,290.267629,-23.619571,9.04,0.61,7.55,8.62,1.022,0.014,4801.86861578,13.2340598757,5.26539232961,120.62654535,2.33084215238,290.267629,-23.619571,7.55,7.0,181342.0,host,215745876,290.2676392,-23.6195698,1,7.375,95124.0,6875-192-1,332-195900,19210423-2337104,,STAR,BV,plx,-45.87,0.71,-30.58,0.44,9.04,0.61,8.566,0.019,7.551,0.012,,,,,,,,,,,5.853,0.018,5.37,0.026,5.251,0.02,,,,,,,,,4946.0,148.0,119.0,3.309,0.265,0.318,-0.234,0.24,0.36,3.607,1.807,0.908,1.203,0.176,0.246,0.022,0.03,0.015,110.6,7.464,7.464,0.035,0.013,0.008,AAA-111-111-000-0-0,,,0.0007787
HIP95215,290.564877,-22.073763,3.07,0.82,8.31,7.346,1.092,0.027,4672.89609733,61.3166123256,11.9679994987,25.7555984531,0.745691877386,290.564877,-22.073763,8.31,7.0,181698.0,field,216591581,290.5648804,-22.0737629,0,8.255,95215.0,6309-655-1,340-187047,19221556-2204255,,STAR,gri,,9.41,1.12,-16.6,0.6,3.07,0.82,9.387,0.027,8.294,0.016,,,9.753,0.02,8.644,0.05,7.613,0.03,,,6.463,0.021,5.959,0.033,5.854,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,13.3,,0.0003046
HIP95233,290.635103,-20.316182,3.38,0.89,8.66,7.597,1.19,0.02,4500.92817675,40.7924642781,10.5218120674,31.5764074595,1.30458350139,290.635103,-20.316182,8.66,7.0,181786.0,field,217585777,290.6351013,-20.3161812,0,8.468,95233.0,6305-1205-1,349-173113,19223243-2018583,,STAR,BV,,12.39,0.83,22.79,0.56,3.38,0.89,9.739,0.034,8.66,0.018,,,,,,,,,,,6.669,0.019,6.129,0.029,5.976,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,32.6,,0.001
HIP95386,291.060926,-27.844755,2.45,1.61,9.03,8.211,1.0,0.04,4843.8674713,45.038433853,9.54578988073,40.4498776986,0.975830421823,291.060926,-27.844755,9.03,7.0,182120.0,field,213933521,291.0609436,-27.8447533,0,8.767,95386.0,6884-967-1,311-249538,19241462-2750411,,STAR,gri,,3.7,1.54,2.46,0.88,2.45,1.61,10.063,0.047,8.998,0.025,,,9.906,0.03,8.926,0.04,8.279,0.04,,,7.239,0.02,6.807,0.033,6.67,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,11.4,,0.001
HIP95458,291.279662,-18.562795,5.05,0.53,7.02,6.35,0.689,0.007,5592.82486079,52.9840608534,7.76631347662,67.6262690871,0.536456890593,291.279662,-18.562795,7.02,7.0,182390.0,field,218570097,291.2796631,-18.5627956,0,6.887,95458.0,6301-2370-1,358-191794,19250712-1833461,,STAR,BV,,-2.71,0.55,2.06,0.34,5.05,0.53,7.69,0.015,7.021,0.01,,,,,,,,,,,5.563,0.018,5.206,0.042,5.052,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,20.7,,0.0002159
HIP95746,292.114323,-17.72427,2.86,1.31,9.01,8.041,1.151,0.038,4568.38629514,39.5021715662,10.0505442618,34.8436282645,1.29183016565,292.114323,-17.72427,9.01,7.0,183089.0,field,219008519,292.1143188,-17.7242699,0,8.808,95746.0,6302-1668-1,362-186161,19282743-1743274,,STAR,BV,,-6.44,1.22,-10.58,0.8,2.86,1.31,10.147,0.034,9.015,0.017,,,,,,,,,,,7.058,0.02,6.498,0.038,6.37,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,12.8,,0.0008283
HIP95865,292.467437,-26.985607,13.94,1.03,5.46,4.484,1.12,0.015,4622.89495345,42.2890053547,10.1552453482,34.5569915444,1.18131386881,292.467437,-26.985607,5.46,7.0,183275.0,field,214245810,292.4674377,-26.9856148,1,5.28,95865.0,6884-2463-1,316-230756,,,STAR,BV,plx,20.28,0.97,-42.64,0.51,13.94,1.03,6.623,0.015,5.488,0.009,,,,,,,,,,,,,,,,,,,,,,,,,4932.0,215.0,78.0,3.405,0.26,0.156,-0.121,0.18,0.27,3.574,0.596,0.867,1.229,0.165,0.198,0.025,0.033,0.011,71.74,5.3,5.3,0.025,0.006,0.005,,,,0.001
HIP95942,292.671086,-18.323488,5.28,0.73,7.32,6.38,1.085,0.01,4685.52238353,51.2143530886,10.8788890337,30.8040815933,0.933169612669,292.671086,-18.323488,7.32,7.0,183499.0,field,218698342,292.6710815,-18.3234863,0,7.957,95942.0,6302-3099-1,359-190528,19304105-1819244,,STAR,gri,,8.24,0.74,0.35,0.54,5.28,0.73,8.38,0.017,7.305,0.011,,,9.573,0.03,8.498,0.04,7.265,0.06,,,5.525,0.019,5.098,0.053,4.885,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,23.3,,0.0001844
HIP96094,293.058665,-28.375361,4.5,1.33,8.46,7.455,1.153,0.033,4564.89775622,26.5390138814,8.25059019676,50.1616243179,1.72606256888,293.058665,-28.375361,8.46,7.0,183782.0,field,213755496,293.0586548,-28.3753605,0,8.213,96094.0,6901-260-1,309-252428,19321408-2822312,,STAR,BV,,8.87,2.02,-44.78,0.96,4.5,1.33,9.615,0.036,8.433,0.018,,,,,,,,,,,6.541,0.023,5.992,0.031,5.877,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,21.0,,0.0006284
HIP96494,294.258376,-25.080267,8.08,0.74,8.37,7.811,0.554,0.015,6063.58587882,5.54309990286,2.13708611324,792.743574009,2.90705680387,294.258376,-25.080267,8.37,7.0,184778.0,field,215035735,294.2583618,-25.080267,1,8.285,96494.0,6893-471-1,325-207090,19370200-2504487,,STAR,BV,plx,-16.44,1.1,-76.62,0.74,8.08,0.74,8.916,0.017,8.372,0.013,,,9.784,0.03,,,,,,,7.293,0.026,7.062,0.026,6.975,0.026,,,,,,,,,6298.0,265.0,189.0,3.93,0.08,0.096,-0.001,0.15,0.12,2.11,0.317,0.21,1.443,0.102,0.102,0.144,0.046,0.041,123.8,11.33,11.33,0.042,0.018,0.011,AAA-111-111-000-0-0,,,0.0007319
HIP96760,295.029853,-23.429084,9.1,0.84,5.97,5.072,1.038,0.002,4771.80953363,56.916154329,11.057483709,30.3960103416,0.765206961605,295.029853,-23.429084,5.97,7.0,185467.0,field,215847238,295.0298462,-23.4290848,1,5.774,96760.0,6889-2261-1,333-211634,,,STAR,BV,plx,27.73,0.82,-12.23,0.69,9.1,0.84,7.001,0.015,5.957,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4832.0,57.0,76.0,2.872,0.384,0.096,-0.253,0.27,0.09,6.516,0.945,2.076,1.261,0.229,0.143,0.004,0.011,0.0009547,109.9,10.14,10.14,0.033,0.016,0.006,,,,0.0007132
HIP96838,295.268984,-23.650207,3.88,1.13,8.39,7.455,1.1,0.023,4658.52982077,35.9629651102,9.22220392188,41.5946080921,1.33415862797,295.268984,-23.650207,8.39,7.0,185678.0,field,215729752,295.2689819,-23.6502075,0,8.323,96838.0,6890-359-1,332-200715,19410456-2339009,,STAR,gri,,-27.61,1.31,-9.13,1.1,3.88,1.13,9.538,0.027,8.415,0.014,,,9.717,0.03,8.712,0.04,7.726,0.06,,,6.441,0.02,5.882,0.033,5.727,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,17.1,,0.0009941
HIP108265,329.00563,-11.254082,2.35,1.68,9.41,8.591,0.894,0.043,5060.55228476,31.469387757,7.31060045939,68.9828674361,1.26533931136,329.00563,-11.254082,9.41,3.0,208354.0,field,206132371,329.005636,-11.254068,0,9.164,108265.0,5797-1022-1,394-126301,21560135-1115146,,STAR,BV,,38.63,2.02,-7.62,1.46,2.35,1.68,10.316,0.045,9.394,0.027,,,,,,,,,,,7.721,0.027,7.233,0.031,7.114,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,18.2,,0.0006531
HIP108462,329.586518,-7.567342,5.25,1.57,9.37,8.373,1.158,0.046,4556.19065615,8.47992579336,4.68162887287,142.847163453,2.97079651703,329.586518,-7.567342,9.37,3.0,208721.0,field,206342703,329.586509,-7.567348,0,9.144,108462.0,5802-149-1,413-145469,21582075-0734023,,STAR,gri,,15.89,1.95,0.17,0.96,5.25,1.57,10.493,0.047,9.365,0.024,,,10.119,0.03,9.534,0.04,8.727,0.06,,,7.473,0.032,6.899,0.036,6.757,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,33.2,,0.007
