HIP,ra,dec,parallax,err(parallax),V,I,B-V,err(B-V),teff,lum,rad,numax,Mv,RA,Dec,V.1,Camp,HD,label,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID,Ang Sep (')
HIP50543,154.85871,9.720588,4.87,1.51,9.59,8.612,1.113,0.06,4635.32304573,7.66389435565,4.30001011234,169.850713254,3.02764480607,154.85871,9.720588,9.59,14.0,,field,248760285,154.858712,9.720589,1,9.424,50543.0,837-16-1,499-054687,10192608+0943141,,STAR,gri,plx,-36.33,1.65,-60.5,1.0,4.87,1.51,10.68,0.062,9.559,0.032,,,10.364,0.04,9.281,0.05,9.021,0.03,,,7.854,0.024,7.4,0.042,7.235,0.021,,,,,,,,,4649.0,95.0,95.0,2.572,0.442,0.204,0.09,0.12,0.15,10.826,1.099,5.052,1.41,0.314,0.196,0.001,0.005,0.0004482,205.3,63.67,63.67,0.035,0.015,0.011,AAA-111-111-000-0-0,12.6,,0.0004033
HIP50611,155.074721,10.868803,3.34,1.45,8.53,7.595,1.09,0.033,4676.49820224,42.2131810722,9.91487474131,36.5079991847,1.14873233406,155.074721,10.868803,8.53,14.0,89559.0,field,248808026,155.074725,10.868804,0,8.725,50611.0,840-630-1,505-052414,10201793+1052077,,STAR,gri,,-46.31,1.45,2.41,1.15,3.34,1.45,9.644,0.035,8.547,0.02,,,9.906,0.03,9.094,0.04,8.218,0.06,,,6.645,0.018,6.137,0.042,5.945,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,20.1,,0.009
HIP50628,155.117561,5.040832,4.06,1.8,9.68,8.957,0.76,0.054,5386.53628668,7.41863729177,3.13290787621,350.343463032,2.72263016789,155.117561,5.040832,9.68,14.0,,field,248568507,155.117562,5.04083,1,9.591,50628.0,252-1034-1,476-048095,10202821+0502269,,STAR,gri,plx,-75.59,1.48,-89.91,1.13,4.06,1.8,10.42,0.051,9.657,0.034,,,10.265,0.01,9.819,0.09,9.303,0.02,,,8.475,0.026,8.156,0.031,8.098,0.023,,,,,,,,,5646.0,269.0,224.0,3.777,0.155,0.527,-0.312,0.3,0.78,2.268,3.527,0.454,1.074,0.291,0.242,0.095,0.074,0.076,246.3,109.2,109.2,0.029,0.011,0.008,AAA-111-111-000-0-0,46.8,,0.002
HIP50634,155.12884,3.62244,4.51,1.08,8.31,7.342,1.14,0.024,4587.63270375,29.906950482,8.6718852179,45.9561709753,1.58088270939,155.12884,3.62244,8.31,14.0,89603.0,field,248515540,155.128839,3.62244,0,8.351,50634.0,249-1246-1,469-043191,10203091+0337206,,STAR,gri,,-4.92,1.14,-27.58,0.75,4.51,1.08,9.478,0.029,8.319,0.016,,,9.628,0.03,8.834,0.04,7.804,0.06,,,6.334,0.021,5.744,0.033,5.636,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,18.1,,0.002
HIP50639,155.140191,5.363057,2.42,1.98,9.71,9.075,0.702,0.064,5553.03805834,19.5301648037,4.78295603866,164.710838953,1.6290768299,155.140191,5.363057,9.71,14.0,,field,248580831,155.140188,5.363055,1,9.508,50639.0,252-890-1,477-048003,10203365+0521467,,STAR,gri,plx,-18.53,1.69,-3.7,1.19,2.42,1.98,10.434,0.055,9.836,0.047,,,10.25,0.03,9.808,0.15,9.19,0.01,,,8.055,0.021,7.552,0.042,7.477,0.024,,,,,,,,,4925.0,184.0,123.0,2.436,0.558,0.09,-0.62,0.35,0.42,9.78,1.244,4.533,0.987,0.268,0.115,0.001,0.006,0.0002963,413.2,338.1,338.1,0.032,0.013,0.009,AAA-111-111-000-0-0,54.3,,0.003
HIP50851,155.751867,6.542642,14.06,0.6,6.06,5.17,1.119,0.002,4624.66757143,23.8955881628,7.62785724402,58.6977765123,1.79992660342,155.751867,6.542642,6.06,14.0,89962.0,field,248626523,155.751868,6.542641,1,5.863,50851.0,252-334-1,483-051037,,,STAR,BV,plx,-14.44,0.82,-99.67,0.4,14.06,0.6,7.199,0.017,6.069,0.011,,,,,,,,,,,,,,,,,,,,,,,,,4747.0,56.0,47.0,3.23,0.138,0.02,0.273,0.06,0.26,4.671,0.093,0.9,1.34,0.027,0.152,0.013,0.009,0.000795,71.12,3.035,3.035,0.012,0.006,0.001,,,,0.008
HIP50939,156.054903,2.368017,10.63,0.45,6.33,5.387,0.991,0.003,4861.2926713,28.4882308312,7.53761477666,62.8233574148,1.46266632262,156.054903,2.368017,6.33,14.0,90125.0,field,248476320,156.054903,2.368017,1,7.729,50939.0,246-1278-1,462-046326,,,STAR,gri,plx,44.14,0.45,-22.86,0.26,10.63,0.45,7.298,0.016,6.31,0.01,,,9.324,0.03,8.376,0.04,7.045,0.16,,,,,,,,,,,,,,,,,4825.0,77.0,58.0,3.115,0.299,0.138,-0.117,0.12,0.15,4.961,0.911,1.319,1.231,0.138,0.115,0.009,0.015,0.003,94.07,3.982,3.982,0.017,0.008,0.005,,,,0.0008196
HIP50958,156.105291,2.393251,7.01,0.57,6.61,5.746,1.004,0.009,4836.16995466,51.3250200819,10.2227135081,35.5824854396,0.838590089833,156.105291,2.393251,6.61,14.0,90155.0,field,248477109,156.105291,2.393251,1,7.767,50958.0,246-839-1,462-046335,,,STAR,gri,plx,-41.59,0.55,-20.14,0.32,7.01,0.57,7.621,0.015,6.605,0.01,,,9.408,0.03,8.388,0.01,7.064,0.06,,,,,,,,,,,,,,,,,4730.0,57.0,57.0,2.59,0.15,0.18,-0.017,0.15,0.12,10.771,0.56,1.233,1.663,0.375,0.45,0.001,0.0007308,0.0004664,142.7,11.6,11.6,0.025,0.01,0.008,,,,7.21e-05
HIP51034,156.395427,1.082848,3.68,0.85,8.4,7.517,0.995,0.019,4853.52974332,35.4731356114,8.43799247738,50.9123312255,1.22923909337,156.395427,1.082848,8.4,14.0,90305.0,field,248439344,156.39543,1.082847,0,8.281,51034.0,246-515-1,456-049119,10253490+0104582,,STAR,gri,,-29.37,1.08,2.95,0.62,3.68,0.85,9.369,0.022,8.368,0.013,,,9.383,0.3,8.364,0.3,7.809,0.09,,,6.698,0.023,6.222,0.044,6.086,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,91.8,,0.005
HIP51204,156.875874,3.563546,7.23,0.88,7.23,6.391,0.97,0.015,4902.55917259,26.27556307,7.11762433555,70.3981833931,1.52569148647,156.875874,3.563546,7.23,14.0,90572.0,field,248513468,156.875874,3.563547,1,7.88,51204.0,249-1240-1,468-044620,10273021+0333486,,STAR,gri,plx,-131.51,1.15,-21.92,1.04,7.23,0.88,8.224,0.015,7.232,0.01,,,9.476,0.03,8.453,0.04,7.196,0.02,,,5.476,0.023,,,4.773,0.023,,,,,,,,,4777.0,95.0,76.0,2.723,0.15,0.25,-0.122,0.16,0.32,8.904,1.49,1.106,1.392,0.643,0.402,0.002,0.001,0.001,138.3,16.83,16.83,0.025,0.011,0.007,AEA-111-111-d00-0-0,43.1,,6.135e-05
HIP51344,157.309427,4.620002,2.08,1.7,9.72,8.908,0.75,0.02,5414.00800748,27.0524703494,5.92202739929,108.382563936,1.31031667481,157.309427,4.620002,9.72,14.0,,field,248552829,157.309424,4.620005,1,9.464,51344.0,249-620-1,474-045597,10291426+0437119,,STAR,BV,plx,-2.74,2.03,-15.17,1.71,2.08,1.7,10.469,0.039,9.653,0.026,,,,,,,,,,,8.289,0.041,7.839,0.042,7.781,0.026,,,,,,,,,4916.0,249.0,155.0,2.464,0.608,0.096,-0.483,0.4,0.48,9.593,1.371,4.54,1.023,0.393,0.131,0.001,0.006,0.0002607,480.8,392.9,392.9,0.031,0.013,0.009,AAA-111-111-000-0-0,8.7,,0.0004398
HIP51351,157.33443,10.526407,2.02,1.43,9.23,8.313,1.076,0.046,4701.83597047,59.6842861798,11.6627183807,27.1705711708,0.756756847233,157.33443,10.526407,9.23,14.0,,field,248793447,157.334433,10.526406,1,9.106,51351.0,841-612-1,503-054018,10292025+1031350,,STAR,gri,plx,-1.13,1.51,-9.25,1.23,2.02,1.43,10.349,0.047,9.226,0.023,,,10.183,0.19,9.484,0.13,8.644,0.06,,,7.306,0.021,6.812,0.042,6.631,0.023,,,,,,,,,4717.0,139.0,111.0,2.464,0.242,0.132,-0.133,0.2,0.32,11.007,1.185,1.565,1.3,0.524,0.291,0.0009045,0.0008877,0.0002416,495.0,350.5,350.5,0.034,0.014,0.012,AAA-111-111-000-0-0,69.0,,0.0009736
HIP51436,157.569795,3.552355,3.64,0.86,8.11,7.11,1.178,0.022,4521.56003389,57.5770137112,12.3866167425,23.4474189479,0.915506918245,157.569795,3.552355,8.11,14.0,90983.0,field,248513079,157.569784,3.552355,0,7.887,51436.0,256-1544-1,468-044683,10301674+0333084,,STAR,BV,,-20.5,1.04,-52.21,0.84,3.64,0.86,9.328,0.024,8.115,0.013,,,,,,,,,,,6.102,0.029,5.517,0.033,5.314,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,85.8,,0.005
HIP51451,157.629145,2.150204,7.03,0.59,6.98,6.095,1.03,0.015,4786.79088946,37.3051282182,8.89610892912,45.5840628155,1.2147766251,157.629145,2.150204,6.98,14.0,91011.0,field,248469579,157.629143,2.150204,1,7.874,51451.0,253-162-1,461-048242,,,STAR,gri,plx,58.3,0.78,-38.1,0.48,7.03,0.59,8.021,0.017,6.972,0.01,,,9.533,0.01,8.798,0.04,7.163,0.45,,,,,,,,,,,,,,,,,4889.0,58.0,78.0,2.79,0.1,0.38,-0.101,0.1,0.3,8.91,1.782,0.709,1.937,0.141,0.906,0.002,0.001,0.002,142.2,11.94,11.94,0.023,0.013,0.007,,,,0.006
HIP51520,157.840552,10.05006,3.37,0.9,8.31,7.306,1.166,0.02,4542.30094116,55.1213606922,12.0091672063,24.9337317941,0.948149504357,157.840552,10.05006,8.31,14.0,91117.0,field,248773954,157.840552,10.05006,0,8.498,51520.0,841-957-1,501-054414,10312172+1003001,,STAR,gri,,-21.03,0.84,-20.2,0.58,3.37,0.9,9.461,0.023,8.292,0.013,,,9.926,0.13,8.904,0.24,7.885,0.22,,,6.367,0.023,5.8,0.027,5.701,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,101.6,,0.005
HIP51775,158.700057,6.953749,12.26,0.27,5.07,4.228,0.921,0.035,5002.67796218,63.1847793994,10.6000003119,34.3275469698,0.512452350912,158.700057,6.953749,5.07,14.0,91612.0,field,248642920,158.700057,6.953749,0,4.915,51775.0,259-1552-1,485-051486,,,STAR,BV,,-101.84,0.25,56.68,0.18,12.26,0.27,6.008,0.014,5.07,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009152
HIP52060,159.573629,6.484448,3.64,0.88,8.31,7.438,1.015,0.019,4815.14428136,40.2367838284,9.13056715827,43.6789323865,1.11550691825,159.573629,6.484448,8.31,14.0,92128.0,field,248624226,159.573631,6.484448,1,8.34,52060.0,259-593-1,483-051444,10381767+0629041,,STAR,gri,plx,-10.17,0.9,-6.27,0.69,3.64,0.88,9.33,0.023,8.313,0.014,,,9.774,0.02,8.541,0.01,7.726,0.1,,,6.554,0.021,6.053,0.029,5.939,0.017,,,,,,,,,4719.0,112.0,112.0,2.5,0.23,0.115,-0.061,0.16,0.24,11.027,0.789,1.685,1.444,0.47,0.336,0.001,0.0009967,0.0002505,274.7,66.42,66.42,0.033,0.013,0.011,AAA-111-111-000-0-0,17.0,,0.006
HIP52122,159.728838,7.357278,5.68,1.65,8.67,8.294,0.6,0.495,5891.18894461,8.70293200014,2.8368189968,457.130825534,2.44174167856,159.728838,7.357278,8.67,14.0,92212.0,field,248659546,159.728845,7.357274,1,8.866,52122.0,259-11-2,487-051268,10385494+0721259,,STAR,gri,plx,-40.32,1.84,-31.36,1.17,5.68,1.65,10.679,0.05,10.052,0.039,,,9.887,0.12,8.951,0.14,8.429,0.06,,,7.751,0.018,7.534,0.027,7.474,0.023,,,,,,,,,6153.0,182.0,182.0,3.871,0.15,0.125,0.033,0.12,0.12,2.231,0.507,0.413,1.466,0.162,0.194,0.112,0.091,0.044,176.1,51.14,51.14,0.025,0.01,0.007,AAA-111-111-000-0-0,13.5,,0.005
HIP52238,160.085963,4.540104,2.34,1.02,8.95,8.175,0.915,0.029,5015.35756738,49.3455435196,9.32019289921,43.6549990995,0.796079287051,160.085963,4.540104,8.95,14.0,92413.0,field,248549843,160.085962,4.540103,1,8.773,52238.0,257-1117-1,473-045939,10402063+0432243,,STAR,BV,plx,-12.13,1.43,-4.54,0.8,2.34,1.02,9.893,0.031,8.994,0.02,,,,,,,,,,,7.226,0.018,6.771,0.044,6.623,0.018,,,,,,,,,4853.0,149.0,119.0,2.47,0.32,0.1,-0.238,0.25,0.4,10.439,1.092,1.297,1.253,0.825,0.344,0.001,0.001,0.0002756,427.4,186.3,186.3,0.031,0.013,0.009,AAA-111-111-000-0-0,79.2,,0.0002676
HIP52360,160.520709,7.510195,7.25,0.92,9.07,8.42,0.67,0.028,5652.67704097,3.84526514466,2.04813950396,803.990657873,3.37169003285,160.520709,7.510195,9.07,14.0,92670.0,field,248665653,160.52071,7.510196,1,9.066,52360.0,839-1458-1,488-053262,10420497+0730366,,STAR,gri,plx,-10.39,0.89,-61.57,0.97,7.25,0.92,9.715,0.027,9.086,0.02,,,9.954,0.04,9.253,0.06,8.685,0.03,,,7.972,0.035,7.742,0.051,7.62,0.04,,,,,,,,,5152.0,158.0,126.0,3.705,0.095,0.133,-0.187,0.25,0.3,2.4,0.348,0.221,1.129,0.114,0.16,0.075,0.027,0.026,137.9,17.5,17.5,0.026,0.011,0.008,AAA-111-111-000-0-0,32.8,,0.003
HIP52371,160.564766,12.418075,3.01,0.89,8.29,7.442,0.976,0.019,4890.67797515,57.4841525379,10.5789037557,33.7440038147,0.682832477969,160.564766,12.418075,8.29,14.0,92685.0,field,248870210,160.564766,12.418075,0,8.403,52371.0,842-77-1,513-052340,10421553+1225051,,STAR,gri,,-23.29,1.05,-18.83,0.63,3.01,0.89,9.26,0.021,8.289,0.014,,,9.792,0.03,8.828,0.04,7.807,0.06,,,6.445,0.021,5.968,0.029,5.811,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,13.5,,0.004
HIP52377,160.590848,0.862138,4.53,0.66,7.53,6.595,1.1,0.013,4658.52982077,58.2535690762,11.7373010708,26.6244115652,0.810491010064,160.590848,0.862138,7.53,14.0,92706.0,field,248433514,160.590854,0.862139,1,7.323,52377.0,254-13-1,455-050418,10422180+0051437,,STAR,BV,plx,-23.26,0.72,5.49,0.52,4.53,0.66,8.64,0.018,7.525,0.011,,,,,,,,,,,5.635,0.02,5.125,0.021,4.959,0.023,,,,,,,,,4769.0,94.0,94.0,2.552,0.192,0.16,-0.025,0.15,0.24,10.992,0.841,0.93,1.724,0.481,0.578,0.001,0.0007723,0.0003576,220.8,32.16,32.16,0.028,0.011,0.008,AAA-111-111-000-0-0,17.0,,0.001
HIP52519,161.078371,12.998259,5.76,1.21,9.28,8.667,0.571,0.031,5998.4330721,4.7555024489,2.02268058021,869.003607866,3.08211241712,161.078371,12.998259,9.28,14.0,,field,248891803,161.078375,12.998259,1,9.167,52519.0,852-539-1,515-052221,10441880+1259536,,STAR,BV,plx,2.18,1.64,2.65,0.87,5.76,1.21,9.824,0.026,9.261,0.02,,,,,,,,,,,8.248,0.021,7.985,0.026,7.91,0.021,,,,,,,,,6122.0,219.0,182.0,3.967,0.144,0.12,-0.03,0.15,0.21,1.835,0.429,0.295,1.309,0.153,0.153,0.184,0.104,0.077,173.6,36.47,36.47,0.026,0.01,0.008,AAA-111-111-000-0-0,51.3,,0.008
HIP52528,161.101846,8.903178,5.36,1.38,9.29,8.371,1.038,0.043,4771.80953363,7.70883506084,4.06942370724,193.172307997,2.93582394846,161.101846,8.903178,9.29,14.0,92994.0,field,248724653,161.101849,8.903178,1,9.057,52528.0,846-62-1,495-055541,10442443+0854114,,STAR,gri,plx,2.48,1.53,21.08,0.77,5.36,1.38,10.348,0.042,9.231,0.021,,,10.105,0.03,9.062,0.04,8.608,0.06,,,7.527,0.021,7.021,0.047,6.86,0.029,,,,,,,,,4553.0,90.0,72.0,2.462,0.252,0.105,0.088,0.12,0.15,11.376,0.983,3.433,1.329,0.21,0.15,0.0009326,0.001,0.0002814,186.6,48.03,48.03,0.035,0.016,0.01,AAA-111-111-000-0-0,72.4,,0.005
HIP52591,161.306151,3.729993,5.95,0.67,7.82,6.908,1.085,0.019,4685.52238353,25.4463563616,7.66834252966,58.8290580917,1.69258482864,161.306151,3.729993,7.82,14.0,93101.0,field,248519509,161.30615,3.729992,1,8.124,52591.0,257-793-1,469-043852,10451347+0343478,,STAR,gri,plx,-13.43,0.86,-7.64,0.78,5.95,0.67,8.937,0.022,7.835,0.013,,,9.812,0.02,8.686,0.05,7.4,0.02,,,5.987,0.027,5.477,0.029,5.334,0.021,,,,,,,,,4553.0,54.0,54.0,2.634,0.12,0.192,0.172,0.15,0.15,8.84,2.749,0.658,1.411,0.136,0.182,0.002,0.0007506,0.0008929,168.1,18.93,18.93,0.03,0.007,0.007,AAA-111-111-000-0-0,17.6,,0.001
HIP52598,161.328593,6.960665,10.44,0.76,8.19,7.621,0.559,0.017,6044.24928666,3.92803256513,1.81053756123,1074.19550931,3.28350249333,161.328593,6.960665,8.19,14.0,93139.0,field,248643218,161.328586,6.960654,1,8.177,52598.0,260-562-1,485-051764,10451886+0657383,,STAR,gri,plx,-33.32,0.76,-69.43,0.5,10.44,0.76,8.732,0.018,8.198,0.013,,,8.913,0.03,8.126,0.04,7.862,0.06,,,7.202,0.021,6.982,0.059,6.887,0.027,,,,,,,,,5220.0,156.0,156.0,3.775,0.055,0.099,-0.133,0.28,0.16,2.248,0.265,0.067,1.127,0.135,0.056,0.095,0.019,0.027,95.79,6.973,6.973,0.023,0.005,0.008,AAA-111-111-000-0-0,82.4,,0.005
HIP52616,161.390617,7.51428,6.07,0.6,7.55,6.659,1.02,0.005,4805.6536382,29.291277118,7.82112012364,58.0573222653,1.46594345538,161.390617,7.51428,7.55,14.0,93169.0,field,248665823,161.390617,7.51428,1,7.351,52616.0,846-1243-1,488-053337,10453374+0730514,,STAR,BV,plx,1.7,0.69,-15.71,0.41,6.07,0.6,8.58,0.018,7.535,0.011,,,,,,,,,,,5.781,0.021,5.32,0.033,5.138,0.017,,,,,,,,,4862.0,97.0,97.0,2.833,0.07,0.21,-0.038,0.12,0.18,8.861,1.118,0.835,1.968,0.143,0.686,0.003,0.0008412,0.001,164.7,16.28,16.28,0.026,0.01,0.007,AAA-111-111-000-0-0,13.8,,0.000477
HIP52619,161.41026,12.467244,3.83,1.04,9.15,8.172,1.06,0.02,4731.07277246,17.575281728,6.25081471874,86.6308151801,2.06599386984,161.41026,12.467244,9.15,14.0,,field,248872162,161.410258,12.467244,0,8.998,52619.0,849-590-1,513-052419,10453847+1228019,,STAR,gri,,-6.66,1.22,-18.37,0.72,3.83,1.04,10.265,0.044,9.128,0.02,,,10.098,0.04,8.861,0.02,8.526,0.02,,,7.257,0.024,6.743,0.029,6.593,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,25.2,,0.003
HIP52660,161.523668,6.373182,10.04,0.37,6.38,5.456,1.121,0.001,4621.1232655,34.9744255686,9.24240347872,41.1204578122,1.38866856405,161.523668,6.373182,6.38,14.0,93244.0,field,248619763,161.523667,6.373182,1,6.158,52660.0,260-343-1,482-049219,,,STAR,BV,plx,-7.62,0.5,-36.95,0.27,10.04,0.37,7.515,0.015,6.368,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4663.0,74.0,46.0,2.918,0.108,0.108,-0.003,0.15,0.09,6.346,0.561,0.875,1.209,0.184,0.084,0.005,0.002,0.001,99.6,3.671,3.671,0.02,0.007,0.006,,,,8.243e-05
HIP52744,161.750634,13.029812,4.62,1.15,8.39,7.493,1.015,0.02,4815.14428136,23.2028897241,6.93357413217,72.681203448,1.71320987778,161.750634,13.029812,8.39,14.0,93363.0,field,248892906,161.750629,13.029812,1,8.51,52744.0,852-738-1,516-052827,10470015+1301472,,STAR,gri,plx,-24.91,1.49,-59.76,0.86,4.62,1.15,9.41,0.023,8.391,0.014,,,10.028,0.17,8.884,0.17,7.86,0.1,,,6.6,0.019,6.098,0.031,5.942,0.021,,,,,,,,,4742.0,114.0,114.0,2.594,0.252,0.216,-0.031,0.16,0.24,10.744,0.848,2.446,1.54,0.464,0.464,0.001,0.002,0.0004626,216.5,53.88,53.88,0.032,0.014,0.009,AAA-111-111-000-0-0,28.5,,0.005
HIP52838,162.054653,8.832277,5.24,0.81,8.27,7.336,1.107,0.022,4646.01308746,22.1858003032,7.28251565973,64.2222705144,1.86665643492,162.054653,8.832277,8.27,14.0,93567.0,field,248721624,162.054655,8.832277,0,8.382,52838.0,846-1025-1,495-055616,10481312+0849562,,STAR,gri,,37.23,0.79,-27.39,0.48,5.24,0.81,9.387,0.024,8.263,0.014,,,9.653,0.03,8.945,0.04,7.838,0.18,,,6.427,0.02,5.898,0.046,5.743,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,51.7,,0.0007021
HIP53014,162.689942,12.267516,3.9,0.78,8.07,7.266,0.905,0.015,5036.71656789,39.6169668118,8.28038101761,54.5475085063,1.02532303513,162.689942,12.267516,8.07,14.0,93928.0,field,248864364,162.689942,12.267515,1,8.228,53014.0,849-1303-1,512-049815,10504558+1216031,,STAR,gri,plx,21.3,0.78,-21.79,0.77,3.9,0.78,8.983,0.019,8.085,0.013,,,9.76,0.03,8.719,0.06,7.572,0.03,,,6.435,0.02,6.014,0.016,5.925,0.017,,,,,,,,,4839.0,77.0,57.0,2.771,0.078,0.091,0.077,0.1,0.1,9.929,1.16,1.039,2.112,0.273,0.234,0.002,0.0006517,0.0005852,256.4,51.28,51.28,0.031,0.011,0.009,AAA-111-111-000-0-0,75.5,,0.0009599
HIP53021,162.721373,5.585797,4.47,0.85,8.24,7.699,0.551,0.015,6075.25708169,20.3876683315,4.08281023028,239.771344927,1.49153761566,162.721373,5.585797,8.24,14.0,93967.0,field,248589090,162.721363,5.585796,1,8.165,53021.0,261-437-1,478-050727,10505313+0535089,,STAR,BV,plx,-31.11,0.93,-11.6,0.58,4.47,0.85,8.793,0.018,8.251,0.013,,,,,,,,,,,7.261,0.021,7.047,0.04,6.985,0.021,,,,,,,,,6525.0,275.0,196.0,3.623,0.096,0.06,0.017,0.1,0.08,3.438,0.34,0.482,1.902,0.109,0.164,0.043,0.021,0.008,223.7,42.54,42.54,0.028,0.01,0.007,AAA-111-111-000-0-0,83.3,,0.005
HIP53056,162.829625,9.148831,4.79,0.97,7.6,6.664,1.104,0.015,4651.37137906,49.0552637016,10.8040232458,30.9908610495,1.00167756707,162.829625,9.148831,7.6,14.0,94030.0,field,248735958,162.829625,9.148831,1,7.408,53056.0,846-277-1,496-056731,10511910+0908558,,STAR,BV,plx,7.12,0.86,-48.21,0.61,4.79,0.97,8.723,0.019,7.61,0.012,,,,,,,,,,,5.759,0.026,5.221,0.021,5.061,0.024,,,,,,,,,4704.0,112.0,112.0,2.474,0.168,0.105,-0.042,0.15,0.18,11.237,1.005,1.069,1.514,0.403,0.336,0.0009519,0.0006279,0.0002298,208.8,42.28,42.28,0.029,0.011,0.008,AAA-111-111-000-0-0,17.1,,2.667e-05
HIP53135,163.044209,7.460839,8.25,2.44,8.21,7.325,0.87,0.015,5113.8834434,7.56125213863,3.50913393673,270.784101968,2.79226974275,163.044209,7.460839,8.21,14.0,94164.0,field,248663722,163.044186,7.460835,1,7.953,53135.0,261-172-1,488-053481,10521061+0727389,,STAR,BV,plx,-12.04,3.51,-44.29,1.64,8.25,2.44,9.011,0.02,8.157,0.013,,,,,,,,,,,6.584,0.021,6.151,0.042,6.023,0.016,,,,,,,,,4967.0,184.0,153.0,3.018,0.44,0.528,-0.216,0.25,0.5,5.404,4.993,2.32,1.218,0.676,0.3,0.008,0.029,0.006,121.2,35.85,35.85,0.025,0.013,0.008,AAA-111-111-000-0-0,11.9,,0.001
HIP53185,163.185483,1.743195,2.05,1.01,9.03,8.199,0.936,0.026,4971.40290477,59.9392522735,10.4544808654,35.0141326514,0.588769305279,163.185483,1.743195,9.03,14.0,,field,201580525,163.185483,1.743194,1,9.108,53185.0,255-283-1,459-047858,10524451+0144355,,STAR,gri,plx,-15.17,1.02,10.64,0.67,2.05,1.01,9.975,0.027,9.018,0.017,,,10.51,0.03,9.267,0.04,8.507,0.01,,,7.388,0.019,6.894,0.04,6.775,0.031,,,,,,,,,4417.0,71.0,107.0,2.256,0.18,0.468,0.157,0.1,1.98,14.054,121.027,2.31,1.335,0.129,0.31,0.0004771,0.0003332,0.0003567,487.8,240.3,240.3,0.038,0.022,0.014,,,,0.002
HIP53200,163.210365,11.287542,6.92,0.97,8.42,7.733,0.705,0.018,5543.98878808,7.85178901762,3.04259648448,379.757878658,2.62053047228,163.210365,11.287542,8.42,14.0,94251.0,field,248825193,163.210365,11.287541,1,8.772,53200.0,849-404-1,507-051168,10525048+1117151,,STAR,gri,plx,-50.81,0.97,-16.51,0.72,6.92,0.97,9.111,0.021,8.416,0.015,,,9.803,0.02,9.194,0.2,8.33,0.02,,,7.233,0.027,6.949,0.053,6.845,0.018,,,,,,,,,5726.0,452.0,452.0,3.743,0.085,0.153,-0.026,0.15,0.15,2.628,0.546,0.282,1.451,0.142,0.165,0.071,0.026,0.03,144.5,20.26,20.26,0.023,0.008,0.007,AAA-111-111-000-0-0,15.5,,0.0005898
HIP53233,163.342716,13.118653,7.96,0.79,7.72,6.734,1.141,0.017,4585.87881261,16.5490102114,6.45573358263,79.3052082967,2.22456533869,163.342716,13.118653,7.72,14.0,94318.0,field,248895969,163.342718,13.118654,1,7.507,53233.0,852-919-1,516-052952,10532226+1307071,,STAR,BV,plx,-78.98,0.76,-29.64,0.57,7.96,0.79,8.853,0.019,7.715,0.012,,,,,,,,,,,5.729,0.02,5.251,0.026,5.068,0.018,,,,,,,,,4868.0,117.0,78.0,2.94,0.132,0.11,-0.144,0.16,0.48,6.434,0.588,0.742,1.394,0.403,0.484,0.005,0.002,0.002,125.6,12.47,12.47,0.019,0.011,0.005,AAA-111-111-000-0-0,42.0,,0.007
